903cb3bb245d,48,49,1940024,1,2,1,1,1,0,0,0,9318400,26963968,795488256,973131776,1,100,19
903cb3bb245d,48,49,1940084,1,2,1,1,1,0,0,0,9318400,26963968,795353088,973131776,1,100,19
903cb3bb245d,48,49,1940144,1,2,1,1,1,0,0,0,9318400,26963968,795488256,973131776,1,100,19
903cb3bb245d,47,48,2174810,1,2,1,1,1,0,0,0,9318400,26984448,793800704,973131776,1,100,19
903cb3bb245d,47,48,2174870,1,2,1,1,1,0,0,0,9318400,26984448,794038272,973131776,1,100,19
903cb3bb245d,47,48,2174930,1,2,1,1,1,0,0,0,9318400,26984448,794378240,973131776,1,100,19
903cb3bb245d,47,48,2174991,1,2,1,1,1,0.046876,0.013672,0.002441,9318400,26984448,794427392,973131776,1,100,19
903cb3bb245d,47,48,2175051,1,2,1,1,1,0.015137,0.007813,0,9318400,26984448,794054656,973131776,1,100,19
903cb3bb245d,47,48,2175111,1,2,1,1,1,0.003906,0.001953,0,9318400,26984448,793870336,973131776,1,100,19
903cb3bb245d,47,48,2175171,1,2,1,1,1,0,0,0,9318400,26984448,793419776,973131776,1,100,19
903cb3bb245d,47,48,2175231,1,2,1,1,1,0,0,0,9318400,26984448,793108480,973131776,1,100,19
903cb3bb245d,47,48,2176132,1,1,1,1,1,0.080079,0.016602,0.005371,9318400,26984448,793792512,973131776,1,100,19
903cb3bb245d,47,48,2176252,1,2,1,1,1,0.082033,0.021973,0.004883,9318400,26984448,793849856,973131776,1,100,19
903cb3bb245d,47,48,2176252,1,2,1,1,1,0.082033,0.021973,0.004883,9318400,26984448,793849856,973131776,1,100,19
903cb3bb245d,47,48,2176312,1,2,1,1,1,0.027832,0.016114,0,9318400,26984448,793600000,973131776,1,100,19
903cb3bb245d,47,48,2176372,1,1,1,1,1,0.042969,0.025879,0.000488,9318400,26984448,793927680,973131776,1,100,19
903cb3bb245d,47,48,2176432,1,2,1,1,1,0.09424,0.03711,0.005371,9318400,26984448,794206208,973131776,1,100,19
903cb3bb245d,47,48,2176492,1,1,1,1,1,0.032715,0.027344,0,9318400,26984448,793616384,973131776,1,100,19
903cb3bb245d,47,48,2176492,1,1,1,1,1,0.032715,0.027344,0,9318400,26984448,793616384,973131776,1,100,19
903cb3bb245d,47,48,2176552,1,2,1,1,1,0.009766,0.021485,0,9318400,26984448,793673728,973131776,1,100,19
903cb3bb245d,47,48,2177033,1,2,1,1,1,0.009766,0.005859,0,9318400,26984448,793673728,973131776,1,100,19
